"","Sensor","Date_Time","Date","Time","Count"
"5503","Flinders St-Elizabeth St (East)",2017-07-04 15:00:00,2017-07-04,15,2719
"5504","Spencer St-Collins St (South)",2017-07-04 15:00:00,2017-07-04,15,675
"5505","Spencer St-Collins St (North)",2017-07-04 15:00:00,2017-07-04,15,2228
"5506","Melbourne Convention Exhibition Centre",2017-07-04 15:00:00,2017-07-04,15,1148
"5507","QV Market-Elizabeth St (West)",2017-07-04 15:00:00,2017-07-04,15,760
"5508","QV Market-Peel St",2017-07-04 15:00:00,2017-07-04,15,128
"5509","The Arts Centre",2017-07-04 15:00:00,2017-07-04,15,2474
"5510","St Kilda Rd-Alexandra Gardens",2017-07-04 15:00:00,2017-07-04,15,861
"5511","Lonsdale St (South)",2017-07-04 15:00:00,2017-07-04,15,702
"5512","Lygon St (West)",2017-07-04 15:00:00,2017-07-04,15,331
"5513","City Square",2017-07-04 15:00:00,2017-07-04,15,NA
"5514","Flinders St-Spring St (West)",2017-07-04 15:00:00,2017-07-04,15,248
"5515","Flinders St-Spark La",2017-07-04 15:00:00,2017-07-04,15,277
"5516","Southbank",2017-07-04 15:00:00,2017-07-04,15,2535
"5517","Queen St (West)",2017-07-04 15:00:00,2017-07-04,15,0
"5518","Lygon St (East)",2017-07-04 15:00:00,2017-07-04,15,230
"5519","Alfred Place",2017-07-04 15:00:00,2017-07-04,15,304
"5520","Lonsdale St-Spring St (West)",2017-07-04 15:00:00,2017-07-04,15,0
"5521","Grattan St-Swanston St (West)",2017-07-04 15:00:00,2017-07-04,15,319
"5522","Monash Rd-Swanston St (West)",2017-07-04 15:00:00,2017-07-04,15,263
"5523","Tin Alley-Swanston St (West)",2017-07-04 15:00:00,2017-07-04,15,158
"5524","Little Collins St-Swanston St (East)",2017-07-04 15:00:00,2017-07-04,15,1956
"5525","Flinders La-Swanston St (West)",2017-07-04 15:00:00,2017-07-04,15,4207
"5526","Pelham St (South)",2017-07-04 15:00:00,2017-07-04,15,NA
"5527","Melbourne Central-Elizabeth St (East)",2017-07-04 15:00:00,2017-07-04,15,NA
"5528","QVM-Queen St (East)",2017-07-04 15:00:00,2017-07-04,15,NA
"5529","QVM-Therry St (South)",2017-07-04 15:00:00,2017-07-04,15,NA
"5530","Faraday St-Lygon St (West)",2017-07-04 15:00:00,2017-07-04,15,NA
"5531","QVM-Franklin St (North)",2017-07-04 15:00:00,2017-07-04,15,NA
"5532","Elizabeth St-Lonsdale St (South)",2017-07-04 15:00:00,2017-07-04,15,NA
"5533","Lincoln-Swanston (W)",2017-07-04 15:00:00,2017-07-04,15,NA
"5534","Elizabeth St-La Trobe St (East)",2017-07-04 15:00:00,2017-07-04,15,NA
"5535","Lonsdale St - Elizabeth St (North)",2017-07-04 15:00:00,2017-07-04,15,NA
"5536","Bourke St Bridge",2017-07-04 15:00:00,2017-07-04,15,NA
"5537","Bourke St - Spencer St (North)",2017-07-04 15:00:00,2017-07-04,15,NA
"5538","RMIT Bld 80 - 445 Swanston Street",2017-07-04 15:00:00,2017-07-04,15,NA
"5539","Flinders La-Swanston St (West) Temporary",2017-07-04 15:00:00,2017-07-04,15,NA
"5540","RMIT Building 14",2017-07-04 15:00:00,2017-07-04,15,NA
"5541","380 Elizabeth St",2017-07-04 15:00:00,2017-07-04,15,NA
"5542","La Trobe St (North)",2017-07-04 15:00:00,2017-07-04,15,NA
"5543","231 Bourke St",2017-07-04 15:00:00,2017-07-04,15,NA
"5544","Royal Pde - Grattan St",2017-07-04 15:00:00,2017-07-04,15,NA
"5545","Bourke Street Mall (North)",2017-07-04 16:00:00,2017-07-04,16,3083
"5546","Bourke Street Mall (South)",2017-07-04 16:00:00,2017-07-04,16,2678
"5547","Melbourne Central",2017-07-04 16:00:00,2017-07-04,16,2256
"5548","Town Hall (West)",2017-07-04 16:00:00,2017-07-04,16,3369
"5549","Princes Bridge",2017-07-04 16:00:00,2017-07-04,16,0
"5550","Flinders Street Station Underpass",2017-07-04 16:00:00,2017-07-04,16,2951
"5551","Birrarung Marr",2017-07-04 16:00:00,2017-07-04,16,494
"5552","Webb Bridge",2017-07-04 16:00:00,2017-07-04,16,288
"5553","Southern Cross Station",2017-07-04 16:00:00,2017-07-04,16,2538
"5554","Victoria Point",2017-07-04 16:00:00,2017-07-04,16,549
"5555","Waterfront City",2017-07-04 16:00:00,2017-07-04,16,52
"5556","New Quay",2017-07-04 16:00:00,2017-07-04,16,206
"5557","Flagstaff Station",2017-07-04 16:00:00,2017-07-04,16,0
"5558","Sandridge Bridge",2017-07-04 16:00:00,2017-07-04,16,660
"5559","State Library",2017-07-04 16:00:00,2017-07-04,16,1804
"5560","Collins St (North)",2017-07-04 16:00:00,2017-07-04,16,1666
"5561","Collins Place (South)",2017-07-04 16:00:00,2017-07-04,16,781
"5562","Collins Place (North)",2017-07-04 16:00:00,2017-07-04,16,950
"5563","Chinatown-Swanston St (North)",2017-07-04 16:00:00,2017-07-04,16,910
"5564","Chinatown-Lt Bourke St (South)",2017-07-04 16:00:00,2017-07-04,16,457
"5565","Bourke St-Russell St (West)",2017-07-04 16:00:00,2017-07-04,16,909
"5566","Flinders St-Elizabeth St (East)",2017-07-04 16:00:00,2017-07-04,16,3056
"5567","Spencer St-Collins St (South)",2017-07-04 16:00:00,2017-07-04,16,708
"5568","Spencer St-Collins St (North)",2017-07-04 16:00:00,2017-07-04,16,3691
"5569","Melbourne Convention Exhibition Centre",2017-07-04 16:00:00,2017-07-04,16,1022
"5570","QV Market-Elizabeth St (West)",2017-07-04 16:00:00,2017-07-04,16,613
"5571","QV Market-Peel St",2017-07-04 16:00:00,2017-07-04,16,138
"5572","The Arts Centre",2017-07-04 16:00:00,2017-07-04,16,2589
"5573","St Kilda Rd-Alexandra Gardens",2017-07-04 16:00:00,2017-07-04,16,687
"5574","Lonsdale St (South)",2017-07-04 16:00:00,2017-07-04,16,755
"5575","Lygon St (West)",2017-07-04 16:00:00,2017-07-04,16,245
"5576","City Square",2017-07-04 16:00:00,2017-07-04,16,NA
"5577","Flinders St-Spring St (West)",2017-07-04 16:00:00,2017-07-04,16,426
"5578","Flinders St-Spark La",2017-07-04 16:00:00,2017-07-04,16,254
"5579","Southbank",2017-07-04 16:00:00,2017-07-04,16,2785
"5580","Queen St (West)",2017-07-04 16:00:00,2017-07-04,16,0
"5581","Lygon St (East)",2017-07-04 16:00:00,2017-07-04,16,208
"5582","Alfred Place",2017-07-04 16:00:00,2017-07-04,16,365
"5583","Lonsdale St-Spring St (West)",2017-07-04 16:00:00,2017-07-04,16,0
"5584","Grattan St-Swanston St (West)",2017-07-04 16:00:00,2017-07-04,16,374
"5585","Monash Rd-Swanston St (West)",2017-07-04 16:00:00,2017-07-04,16,317
"5586","Tin Alley-Swanston St (West)",2017-07-04 16:00:00,2017-07-04,16,161
"5587","Little Collins St-Swanston St (East)",2017-07-04 16:00:00,2017-07-04,16,1744
"5588","Flinders La-Swanston St (West)",2017-07-04 16:00:00,2017-07-04,16,4430
"5589","Pelham St (South)",2017-07-04 16:00:00,2017-07-04,16,NA
"5590","Melbourne Central-Elizabeth St (East)",2017-07-04 16:00:00,2017-07-04,16,NA
"5591","QVM-Queen St (East)",2017-07-04 16:00:00,2017-07-04,16,NA
"5592","QVM-Therry St (South)",2017-07-04 16:00:00,2017-07-04,16,NA
"5593","Faraday St-Lygon St (West)",2017-07-04 16:00:00,2017-07-04,16,NA
"5594","QVM-Franklin St (North)",2017-07-04 16:00:00,2017-07-04,16,NA
"5595","Elizabeth St-Lonsdale St (South)",2017-07-04 16:00:00,2017-07-04,16,NA
"5596","Lincoln-Swanston (W)",2017-07-04 16:00:00,2017-07-04,16,NA
"5597","Elizabeth St-La Trobe St (East)",2017-07-04 16:00:00,2017-07-04,16,NA
"5598","Lonsdale St - Elizabeth St (North)",2017-07-04 16:00:00,2017-07-04,16,NA
"5599","Bourke St Bridge",2017-07-04 16:00:00,2017-07-04,16,NA
"5600","Bourke St - Spencer St (North)",2017-07-04 16:00:00,2017-07-04,16,NA
"5601","RMIT Bld 80 - 445 Swanston Street",2017-07-04 16:00:00,2017-07-04,16,NA
"5602","Flinders La-Swanston St (West) Temporary",2017-07-04 16:00:00,2017-07-04,16,NA
"5603","RMIT Building 14",2017-07-04 16:00:00,2017-07-04,16,NA
"5604","380 Elizabeth St",2017-07-04 16:00:00,2017-07-04,16,NA
"5605","La Trobe St (North)",2017-07-04 16:00:00,2017-07-04,16,NA
"5606","231 Bourke St",2017-07-04 16:00:00,2017-07-04,16,NA
"5607","Royal Pde - Grattan St",2017-07-04 16:00:00,2017-07-04,16,NA
"5608","Bourke Street Mall (North)",2017-07-04 17:00:00,2017-07-04,17,3207
"5609","Bourke Street Mall (South)",2017-07-04 17:00:00,2017-07-04,17,2323
"5610","Melbourne Central",2017-07-04 17:00:00,2017-07-04,17,2582
"5611","Town Hall (West)",2017-07-04 17:00:00,2017-07-04,17,3240
"5612","Princes Bridge",2017-07-04 17:00:00,2017-07-04,17,0
"5613","Flinders Street Station Underpass",2017-07-04 17:00:00,2017-07-04,17,4905
"5614","Birrarung Marr",2017-07-04 17:00:00,2017-07-04,17,676
"5615","Webb Bridge",2017-07-04 17:00:00,2017-07-04,17,495
"5616","Southern Cross Station",2017-07-04 17:00:00,2017-07-04,17,3432
"5617","Victoria Point",2017-07-04 17:00:00,2017-07-04,17,777
"5618","Waterfront City",2017-07-04 17:00:00,2017-07-04,17,54
"5619","New Quay",2017-07-04 17:00:00,2017-07-04,17,285
"5620","Flagstaff Station",2017-07-04 17:00:00,2017-07-04,17,0
"5621","Sandridge Bridge",2017-07-04 17:00:00,2017-07-04,17,1310
"5622","State Library",2017-07-04 17:00:00,2017-07-04,17,2097
"5623","Collins St (North)",2017-07-04 17:00:00,2017-07-04,17,1438
"5624","Collins Place (South)",2017-07-04 17:00:00,2017-07-04,17,1287
"5625","Collins Place (North)",2017-07-04 17:00:00,2017-07-04,17,1928
"5626","Chinatown-Swanston St (North)",2017-07-04 17:00:00,2017-07-04,17,1154
"5627","Chinatown-Lt Bourke St (South)",2017-07-04 17:00:00,2017-07-04,17,587
"5628","Bourke St-Russell St (West)",2017-07-04 17:00:00,2017-07-04,17,1055
"5629","Flinders St-Elizabeth St (East)",2017-07-04 17:00:00,2017-07-04,17,3880
"5630","Spencer St-Collins St (South)",2017-07-04 17:00:00,2017-07-04,17,1220
"5631","Spencer St-Collins St (North)",2017-07-04 17:00:00,2017-07-04,17,4862
"5632","Melbourne Convention Exhibition Centre",2017-07-04 17:00:00,2017-07-04,17,1323
"5633","QV Market-Elizabeth St (West)",2017-07-04 17:00:00,2017-07-04,17,636
"5634","QV Market-Peel St",2017-07-04 17:00:00,2017-07-04,17,201
"5635","The Arts Centre",2017-07-04 17:00:00,2017-07-04,17,2860
"5636","St Kilda Rd-Alexandra Gardens",2017-07-04 17:00:00,2017-07-04,17,922
"5637","Lonsdale St (South)",2017-07-04 17:00:00,2017-07-04,17,897
"5638","Lygon St (West)",2017-07-04 17:00:00,2017-07-04,17,344
"5639","City Square",2017-07-04 17:00:00,2017-07-04,17,NA
"5640","Flinders St-Spring St (West)",2017-07-04 17:00:00,2017-07-04,17,624
"5641","Flinders St-Spark La",2017-07-04 17:00:00,2017-07-04,17,385
"5642","Southbank",2017-07-04 17:00:00,2017-07-04,17,4224
"5643","Queen St (West)",2017-07-04 17:00:00,2017-07-04,17,0
"5644","Lygon St (East)",2017-07-04 17:00:00,2017-07-04,17,249
"5645","Alfred Place",2017-07-04 17:00:00,2017-07-04,17,526
"5646","Lonsdale St-Spring St (West)",2017-07-04 17:00:00,2017-07-04,17,0
"5647","Grattan St-Swanston St (West)",2017-07-04 17:00:00,2017-07-04,17,376
"5648","Monash Rd-Swanston St (West)",2017-07-04 17:00:00,2017-07-04,17,413
"5649","Tin Alley-Swanston St (West)",2017-07-04 17:00:00,2017-07-04,17,273
"5650","Little Collins St-Swanston St (East)",2017-07-04 17:00:00,2017-07-04,17,2029
"5651","Flinders La-Swanston St (West)",2017-07-04 17:00:00,2017-07-04,17,4572
"5652","Pelham St (South)",2017-07-04 17:00:00,2017-07-04,17,NA
"5653","Melbourne Central-Elizabeth St (East)",2017-07-04 17:00:00,2017-07-04,17,NA
"5654","QVM-Queen St (East)",2017-07-04 17:00:00,2017-07-04,17,NA
"5655","QVM-Therry St (South)",2017-07-04 17:00:00,2017-07-04,17,NA
"5656","Faraday St-Lygon St (West)",2017-07-04 17:00:00,2017-07-04,17,NA
"5657","QVM-Franklin St (North)",2017-07-04 17:00:00,2017-07-04,17,NA
"5658","Elizabeth St-Lonsdale St (South)",2017-07-04 17:00:00,2017-07-04,17,NA
"5659","Lincoln-Swanston (W)",2017-07-04 17:00:00,2017-07-04,17,NA
"5660","Elizabeth St-La Trobe St (East)",2017-07-04 17:00:00,2017-07-04,17,NA
"5661","Lonsdale St - Elizabeth St (North)",2017-07-04 17:00:00,2017-07-04,17,NA
"5662","Bourke St Bridge",2017-07-04 17:00:00,2017-07-04,17,NA
"5663","Bourke St - Spencer St (North)",2017-07-04 17:00:00,2017-07-04,17,NA
"5664","RMIT Bld 80 - 445 Swanston Street",2017-07-04 17:00:00,2017-07-04,17,NA
"5665","Flinders La-Swanston St (West) Temporary",2017-07-04 17:00:00,2017-07-04,17,NA
"5666","RMIT Building 14",2017-07-04 17:00:00,2017-07-04,17,NA
"5667","380 Elizabeth St",2017-07-04 17:00:00,2017-07-04,17,NA
"5668","La Trobe St (North)",2017-07-04 17:00:00,2017-07-04,17,NA
"5669","231 Bourke St",2017-07-04 17:00:00,2017-07-04,17,NA
"5670","Royal Pde - Grattan St",2017-07-04 17:00:00,2017-07-04,17,NA
"5671","Bourke Street Mall (North)",2017-07-04 18:00:00,2017-07-04,18,2460
"5672","Bourke Street Mall (South)",2017-07-04 18:00:00,2017-07-04,18,1510
"5673","Melbourne Central",2017-07-04 18:00:00,2017-07-04,18,2545
"5674","Town Hall (West)",2017-07-04 18:00:00,2017-07-04,18,2484
"5675","Princes Bridge",2017-07-04 18:00:00,2017-07-04,18,0
"5676","Flinders Street Station Underpass",2017-07-04 18:00:00,2017-07-04,18,3021
"5677","Birrarung Marr",2017-07-04 18:00:00,2017-07-04,18,518
"5678","Webb Bridge",2017-07-04 18:00:00,2017-07-04,18,332
"5679","Southern Cross Station",2017-07-04 18:00:00,2017-07-04,18,1410
"5680","Victoria Point",2017-07-04 18:00:00,2017-07-04,18,424
"5681","Waterfront City",2017-07-04 18:00:00,2017-07-04,18,60
"5682","New Quay",2017-07-04 18:00:00,2017-07-04,18,288
"5683","Flagstaff Station",2017-07-04 18:00:00,2017-07-04,18,0
"5684","Sandridge Bridge",2017-07-04 18:00:00,2017-07-04,18,679
"5685","State Library",2017-07-04 18:00:00,2017-07-04,18,1646
"5686","Collins St (North)",2017-07-04 18:00:00,2017-07-04,18,897
"5687","Collins Place (South)",2017-07-04 18:00:00,2017-07-04,18,787
"5688","Collins Place (North)",2017-07-04 18:00:00,2017-07-04,18,924
"5689","Chinatown-Swanston St (North)",2017-07-04 18:00:00,2017-07-04,18,1287
"5690","Chinatown-Lt Bourke St (South)",2017-07-04 18:00:00,2017-07-04,18,700
"5691","Bourke St-Russell St (West)",2017-07-04 18:00:00,2017-07-04,18,1082
"5692","Flinders St-Elizabeth St (East)",2017-07-04 18:00:00,2017-07-04,18,3048
"5693","Spencer St-Collins St (South)",2017-07-04 18:00:00,2017-07-04,18,644
"5694","Spencer St-Collins St (North)",2017-07-04 18:00:00,2017-07-04,18,3011
"5695","Melbourne Convention Exhibition Centre",2017-07-04 18:00:00,2017-07-04,18,1065
"5696","QV Market-Elizabeth St (West)",2017-07-04 18:00:00,2017-07-04,18,548
"5697","QV Market-Peel St",2017-07-04 18:00:00,2017-07-04,18,187
"5698","The Arts Centre",2017-07-04 18:00:00,2017-07-04,18,1604
"5699","St Kilda Rd-Alexandra Gardens",2017-07-04 18:00:00,2017-07-04,18,669
"5700","Lonsdale St (South)",2017-07-04 18:00:00,2017-07-04,18,962
"5701","Lygon St (West)",2017-07-04 18:00:00,2017-07-04,18,468
"5702","City Square",2017-07-04 18:00:00,2017-07-04,18,NA
"5703","Flinders St-Spring St (West)",2017-07-04 18:00:00,2017-07-04,18,308
"5704","Flinders St-Spark La",2017-07-04 18:00:00,2017-07-04,18,232
"5705","Southbank",2017-07-04 18:00:00,2017-07-04,18,3330
"5706","Queen St (West)",2017-07-04 18:00:00,2017-07-04,18,0
"5707","Lygon St (East)",2017-07-04 18:00:00,2017-07-04,18,276
"5708","Alfred Place",2017-07-04 18:00:00,2017-07-04,18,333
"5709","Lonsdale St-Spring St (West)",2017-07-04 18:00:00,2017-07-04,18,0
"5710","Grattan St-Swanston St (West)",2017-07-04 18:00:00,2017-07-04,18,196
"5711","Monash Rd-Swanston St (West)",2017-07-04 18:00:00,2017-07-04,18,234
"5712","Tin Alley-Swanston St (West)",2017-07-04 18:00:00,2017-07-04,18,134
"5713","Little Collins St-Swanston St (East)",2017-07-04 18:00:00,2017-07-04,18,1580
"5714","Flinders La-Swanston St (West)",2017-07-04 18:00:00,2017-07-04,18,3328
"5715","Pelham St (South)",2017-07-04 18:00:00,2017-07-04,18,NA
"5716","Melbourne Central-Elizabeth St (East)",2017-07-04 18:00:00,2017-07-04,18,NA
"5717","QVM-Queen St (East)",2017-07-04 18:00:00,2017-07-04,18,NA
"5718","QVM-Therry St (South)",2017-07-04 18:00:00,2017-07-04,18,NA
"5719","Faraday St-Lygon St (West)",2017-07-04 18:00:00,2017-07-04,18,NA
"5720","QVM-Franklin St (North)",2017-07-04 18:00:00,2017-07-04,18,NA
"5721","Elizabeth St-Lonsdale St (South)",2017-07-04 18:00:00,2017-07-04,18,NA
"5722","Lincoln-Swanston (W)",2017-07-04 18:00:00,2017-07-04,18,NA
"5723","Elizabeth St-La Trobe St (East)",2017-07-04 18:00:00,2017-07-04,18,NA
"5724","Lonsdale St - Elizabeth St (North)",2017-07-04 18:00:00,2017-07-04,18,NA
"5725","Bourke St Bridge",2017-07-04 18:00:00,2017-07-04,18,NA
"5726","Bourke St - Spencer St (North)",2017-07-04 18:00:00,2017-07-04,18,NA
"5727","RMIT Bld 80 - 445 Swanston Street",2017-07-04 18:00:00,2017-07-04,18,NA
"5728","Flinders La-Swanston St (West) Temporary",2017-07-04 18:00:00,2017-07-04,18,NA
"5729","RMIT Building 14",2017-07-04 18:00:00,2017-07-04,18,NA
"5730","380 Elizabeth St",2017-07-04 18:00:00,2017-07-04,18,NA
"5731","La Trobe St (North)",2017-07-04 18:00:00,2017-07-04,18,NA
"5732","231 Bourke St",2017-07-04 18:00:00,2017-07-04,18,NA
"5733","Royal Pde - Grattan St",2017-07-04 18:00:00,2017-07-04,18,NA
"5734","Bourke Street Mall (North)",2017-07-04 19:00:00,2017-07-04,19,1489
"5735","Bourke Street Mall (South)",2017-07-04 19:00:00,2017-07-04,19,658
"5736","Melbourne Central",2017-07-04 19:00:00,2017-07-04,19,2267
"5737","Town Hall (West)",2017-07-04 19:00:00,2017-07-04,19,1714
"5738","Princes Bridge",2017-07-04 19:00:00,2017-07-04,19,0
"5739","Flinders Street Station Underpass",2017-07-04 19:00:00,2017-07-04,19,1517
"5740","Birrarung Marr",2017-07-04 19:00:00,2017-07-04,19,233
"5741","Webb Bridge",2017-07-04 19:00:00,2017-07-04,19,133
"5742","Southern Cross Station",2017-07-04 19:00:00,2017-07-04,19,387
"5743","Victoria Point",2017-07-04 19:00:00,2017-07-04,19,185
"5744","Waterfront City",2017-07-04 19:00:00,2017-07-04,19,31
"5745","New Quay",2017-07-04 19:00:00,2017-07-04,19,186
"5746","Flagstaff Station",2017-07-04 19:00:00,2017-07-04,19,0
"5747","Sandridge Bridge",2017-07-04 19:00:00,2017-07-04,19,377
"5748","State Library",2017-07-04 19:00:00,2017-07-04,19,1124
"5749","Collins St (North)",2017-07-04 19:00:00,2017-07-04,19,442
"5750","Collins Place (South)",2017-07-04 19:00:00,2017-07-04,19,318
"5751","Collins Place (North)",2017-07-04 19:00:00,2017-07-04,19,278
"5752","Chinatown-Swanston St (North)",2017-07-04 19:00:00,2017-07-04,19,1167
"5753","Chinatown-Lt Bourke St (South)",2017-07-04 19:00:00,2017-07-04,19,699
"5754","Bourke St-Russell St (West)",2017-07-04 19:00:00,2017-07-04,19,1025
"5755","Flinders St-Elizabeth St (East)",2017-07-04 19:00:00,2017-07-04,19,2097
"5756","Spencer St-Collins St (South)",2017-07-04 19:00:00,2017-07-04,19,284
"5757","Spencer St-Collins St (North)",2017-07-04 19:00:00,2017-07-04,19,1378
"5758","Melbourne Convention Exhibition Centre",2017-07-04 19:00:00,2017-07-04,19,294
"5759","QV Market-Elizabeth St (West)",2017-07-04 19:00:00,2017-07-04,19,406
"5760","QV Market-Peel St",2017-07-04 19:00:00,2017-07-04,19,126
"5761","The Arts Centre",2017-07-04 19:00:00,2017-07-04,19,986
"5762","St Kilda Rd-Alexandra Gardens",2017-07-04 19:00:00,2017-07-04,19,372
"5763","Lonsdale St (South)",2017-07-04 19:00:00,2017-07-04,19,889
"5764","Lygon St (West)",2017-07-04 19:00:00,2017-07-04,19,605
"5765","City Square",2017-07-04 19:00:00,2017-07-04,19,NA
"5766","Flinders St-Spring St (West)",2017-07-04 19:00:00,2017-07-04,19,103
"5767","Flinders St-Spark La",2017-07-04 19:00:00,2017-07-04,19,123
"5768","Southbank",2017-07-04 19:00:00,2017-07-04,19,2071
"5769","Queen St (West)",2017-07-04 19:00:00,2017-07-04,19,0
"5770","Lygon St (East)",2017-07-04 19:00:00,2017-07-04,19,354
"5771","Alfred Place",2017-07-04 19:00:00,2017-07-04,19,202
"5772","Lonsdale St-Spring St (West)",2017-07-04 19:00:00,2017-07-04,19,0
"5773","Grattan St-Swanston St (West)",2017-07-04 19:00:00,2017-07-04,19,116
"5774","Monash Rd-Swanston St (West)",2017-07-04 19:00:00,2017-07-04,19,125
"5775","Tin Alley-Swanston St (West)",2017-07-04 19:00:00,2017-07-04,19,87
"5776","Little Collins St-Swanston St (East)",2017-07-04 19:00:00,2017-07-04,19,1157
"5777","Flinders La-Swanston St (West)",2017-07-04 19:00:00,2017-07-04,19,2388
"5778","Pelham St (South)",2017-07-04 19:00:00,2017-07-04,19,NA
"5779","Melbourne Central-Elizabeth St (East)",2017-07-04 19:00:00,2017-07-04,19,NA
"5780","QVM-Queen St (East)",2017-07-04 19:00:00,2017-07-04,19,NA
"5781","QVM-Therry St (South)",2017-07-04 19:00:00,2017-07-04,19,NA
"5782","Faraday St-Lygon St (West)",2017-07-04 19:00:00,2017-07-04,19,NA
"5783","QVM-Franklin St (North)",2017-07-04 19:00:00,2017-07-04,19,NA
"5784","Elizabeth St-Lonsdale St (South)",2017-07-04 19:00:00,2017-07-04,19,NA
"5785","Lincoln-Swanston (W)",2017-07-04 19:00:00,2017-07-04,19,NA
"5786","Elizabeth St-La Trobe St (East)",2017-07-04 19:00:00,2017-07-04,19,NA
"5787","Lonsdale St - Elizabeth St (North)",2017-07-04 19:00:00,2017-07-04,19,NA
"5788","Bourke St Bridge",2017-07-04 19:00:00,2017-07-04,19,NA
"5789","Bourke St - Spencer St (North)",2017-07-04 19:00:00,2017-07-04,19,NA
"5790","RMIT Bld 80 - 445 Swanston Street",2017-07-04 19:00:00,2017-07-04,19,NA
"5791","Flinders La-Swanston St (West) Temporary",2017-07-04 19:00:00,2017-07-04,19,NA
"5792","RMIT Building 14",2017-07-04 19:00:00,2017-07-04,19,NA
"5793","380 Elizabeth St",2017-07-04 19:00:00,2017-07-04,19,NA
"5794","La Trobe St (North)",2017-07-04 19:00:00,2017-07-04,19,NA
"5795","231 Bourke St",2017-07-04 19:00:00,2017-07-04,19,NA
"5796","Royal Pde - Grattan St",2017-07-04 19:00:00,2017-07-04,19,NA
"5797","Bourke Street Mall (North)",2017-07-04 20:00:00,2017-07-04,20,696
"5798","Bourke Street Mall (South)",2017-07-04 20:00:00,2017-07-04,20,349
"5799","Melbourne Central",2017-07-04 20:00:00,2017-07-04,20,1879
"5800","Town Hall (West)",2017-07-04 20:00:00,2017-07-04,20,1141
"5801","Princes Bridge",2017-07-04 20:00:00,2017-07-04,20,0
"5802","Flinders Street Station Underpass",2017-07-04 20:00:00,2017-07-04,20,1238
"5803","Birrarung Marr",2017-07-04 20:00:00,2017-07-04,20,125
"5804","Webb Bridge",2017-07-04 20:00:00,2017-07-04,20,98
"5805","Southern Cross Station",2017-07-04 20:00:00,2017-07-04,20,163
"5806","Victoria Point",2017-07-04 20:00:00,2017-07-04,20,101
"5807","Waterfront City",2017-07-04 20:00:00,2017-07-04,20,18
"5808","New Quay",2017-07-04 20:00:00,2017-07-04,20,129
"5809","Flagstaff Station",2017-07-04 20:00:00,2017-07-04,20,0
"5810","Sandridge Bridge",2017-07-04 20:00:00,2017-07-04,20,269
"5811","State Library",2017-07-04 20:00:00,2017-07-04,20,907
"5812","Collins St (North)",2017-07-04 20:00:00,2017-07-04,20,396
"5813","Collins Place (South)",2017-07-04 20:00:00,2017-07-04,20,233
"5814","Collins Place (North)",2017-07-04 20:00:00,2017-07-04,20,151
"5815","Chinatown-Swanston St (North)",2017-07-04 20:00:00,2017-07-04,20,899
"5816","Chinatown-Lt Bourke St (South)",2017-07-04 20:00:00,2017-07-04,20,593
"5817","Bourke St-Russell St (West)",2017-07-04 20:00:00,2017-07-04,20,841
"5818","Flinders St-Elizabeth St (East)",2017-07-04 20:00:00,2017-07-04,20,1612
"5819","Spencer St-Collins St (South)",2017-07-04 20:00:00,2017-07-04,20,234
"5820","Spencer St-Collins St (North)",2017-07-04 20:00:00,2017-07-04,20,870
"5821","Melbourne Convention Exhibition Centre",2017-07-04 20:00:00,2017-07-04,20,178
"5822","QV Market-Elizabeth St (West)",2017-07-04 20:00:00,2017-07-04,20,393
"5823","QV Market-Peel St",2017-07-04 20:00:00,2017-07-04,20,102
"5824","The Arts Centre",2017-07-04 20:00:00,2017-07-04,20,581
"5825","St Kilda Rd-Alexandra Gardens",2017-07-04 20:00:00,2017-07-04,20,205
"5826","Lonsdale St (South)",2017-07-04 20:00:00,2017-07-04,20,688
"5827","Lygon St (West)",2017-07-04 20:00:00,2017-07-04,20,541
"5828","City Square",2017-07-04 20:00:00,2017-07-04,20,NA
"5829","Flinders St-Spring St (West)",2017-07-04 20:00:00,2017-07-04,20,71
"5830","Flinders St-Spark La",2017-07-04 20:00:00,2017-07-04,20,77
"5831","Southbank",2017-07-04 20:00:00,2017-07-04,20,1595
"5832","Queen St (West)",2017-07-04 20:00:00,2017-07-04,20,0
"5833","Lygon St (East)",2017-07-04 20:00:00,2017-07-04,20,243
"5834","Alfred Place",2017-07-04 20:00:00,2017-07-04,20,78
"5835","Lonsdale St-Spring St (West)",2017-07-04 20:00:00,2017-07-04,20,0
"5836","Grattan St-Swanston St (West)",2017-07-04 20:00:00,2017-07-04,20,85
"5837","Monash Rd-Swanston St (West)",2017-07-04 20:00:00,2017-07-04,20,92
"5838","Tin Alley-Swanston St (West)",2017-07-04 20:00:00,2017-07-04,20,67
"5839","Little Collins St-Swanston St (East)",2017-07-04 20:00:00,2017-07-04,20,939
"5840","Flinders La-Swanston St (West)",2017-07-04 20:00:00,2017-07-04,20,1658
"5841","Pelham St (South)",2017-07-04 20:00:00,2017-07-04,20,NA
"5842","Melbourne Central-Elizabeth St (East)",2017-07-04 20:00:00,2017-07-04,20,NA
"5843","QVM-Queen St (East)",2017-07-04 20:00:00,2017-07-04,20,NA
"5844","QVM-Therry St (South)",2017-07-04 20:00:00,2017-07-04,20,NA
"5845","Faraday St-Lygon St (West)",2017-07-04 20:00:00,2017-07-04,20,NA
"5846","QVM-Franklin St (North)",2017-07-04 20:00:00,2017-07-04,20,NA
