"","Sensor","Date_Time","Date","Time","Count"
"354","Lonsdale St-Spring St (West)",2017-07-01 05:00:00,2017-07-01,5,0
"355","Grattan St-Swanston St (West)",2017-07-01 05:00:00,2017-07-01,5,12
"356","Monash Rd-Swanston St (West)",2017-07-01 05:00:00,2017-07-01,5,6
"357","Tin Alley-Swanston St (West)",2017-07-01 05:00:00,2017-07-01,5,7
"358","Little Collins St-Swanston St (East)",2017-07-01 05:00:00,2017-07-01,5,57
"359","Flinders La-Swanston St (West)",2017-07-01 05:00:00,2017-07-01,5,219
"360","Pelham St (South)",2017-07-01 05:00:00,2017-07-01,5,NA
"361","Melbourne Central-Elizabeth St (East)",2017-07-01 05:00:00,2017-07-01,5,NA
"362","QVM-Queen St (East)",2017-07-01 05:00:00,2017-07-01,5,NA
"363","QVM-Therry St (South)",2017-07-01 05:00:00,2017-07-01,5,NA
"364","Faraday St-Lygon St (West)",2017-07-01 05:00:00,2017-07-01,5,NA
"365","QVM-Franklin St (North)",2017-07-01 05:00:00,2017-07-01,5,NA
"366","Elizabeth St-Lonsdale St (South)",2017-07-01 05:00:00,2017-07-01,5,NA
"367","Lincoln-Swanston (W)",2017-07-01 05:00:00,2017-07-01,5,NA
"368","Elizabeth St-La Trobe St (East)",2017-07-01 05:00:00,2017-07-01,5,NA
"369","Lonsdale St - Elizabeth St (North)",2017-07-01 05:00:00,2017-07-01,5,NA
"370","Bourke St Bridge",2017-07-01 05:00:00,2017-07-01,5,NA
"371","Bourke St - Spencer St (North)",2017-07-01 05:00:00,2017-07-01,5,NA
"372","RMIT Bld 80 - 445 Swanston Street",2017-07-01 05:00:00,2017-07-01,5,NA
"373","Flinders La-Swanston St (West) Temporary",2017-07-01 05:00:00,2017-07-01,5,NA
"374","RMIT Building 14",2017-07-01 05:00:00,2017-07-01,5,NA
"375","380 Elizabeth St",2017-07-01 05:00:00,2017-07-01,5,NA
"376","La Trobe St (North)",2017-07-01 05:00:00,2017-07-01,5,NA
"377","231 Bourke St",2017-07-01 05:00:00,2017-07-01,5,NA
"378","Royal Pde - Grattan St",2017-07-01 05:00:00,2017-07-01,5,NA
"379","Bourke Street Mall (North)",2017-07-01 06:00:00,2017-07-01,6,39
"380","Bourke Street Mall (South)",2017-07-01 06:00:00,2017-07-01,6,35
"381","Melbourne Central",2017-07-01 06:00:00,2017-07-01,6,91
"382","Town Hall (West)",2017-07-01 06:00:00,2017-07-01,6,99
"383","Princes Bridge",2017-07-01 06:00:00,2017-07-01,6,0
"384","Flinders Street Station Underpass",2017-07-01 06:00:00,2017-07-01,6,250
"385","Birrarung Marr",2017-07-01 06:00:00,2017-07-01,6,43
"386","Webb Bridge",2017-07-01 06:00:00,2017-07-01,6,15
"387","Southern Cross Station",2017-07-01 06:00:00,2017-07-01,6,71
"388","Victoria Point",2017-07-01 06:00:00,2017-07-01,6,6
"389","Waterfront City",2017-07-01 06:00:00,2017-07-01,6,2
"390","New Quay",2017-07-01 06:00:00,2017-07-01,6,22
"391","Flagstaff Station",2017-07-01 06:00:00,2017-07-01,6,0
"392","Sandridge Bridge",2017-07-01 06:00:00,2017-07-01,6,94
"393","State Library",2017-07-01 06:00:00,2017-07-01,6,34
"394","Collins St (North)",2017-07-01 06:00:00,2017-07-01,6,40
"395","Collins Place (South)",2017-07-01 06:00:00,2017-07-01,6,47
"396","Collins Place (North)",2017-07-01 06:00:00,2017-07-01,6,23
"397","Chinatown-Swanston St (North)",2017-07-01 06:00:00,2017-07-01,6,27
"398","Chinatown-Lt Bourke St (South)",2017-07-01 06:00:00,2017-07-01,6,49
"399","Bourke St-Russell St (West)",2017-07-01 06:00:00,2017-07-01,6,72
"400","Flinders St-Elizabeth St (East)",2017-07-01 06:00:00,2017-07-01,6,216
"401","Spencer St-Collins St (South)",2017-07-01 06:00:00,2017-07-01,6,46
"402","Spencer St-Collins St (North)",2017-07-01 06:00:00,2017-07-01,6,207
"403","Melbourne Convention Exhibition Centre",2017-07-01 06:00:00,2017-07-01,6,93
"404","QV Market-Elizabeth St (West)",2017-07-01 06:00:00,2017-07-01,6,102
"405","QV Market-Peel St",2017-07-01 06:00:00,2017-07-01,6,37
"406","The Arts Centre",2017-07-01 06:00:00,2017-07-01,6,57
"407","St Kilda Rd-Alexandra Gardens",2017-07-01 06:00:00,2017-07-01,6,40
"408","Lonsdale St (South)",2017-07-01 06:00:00,2017-07-01,6,48
"409","Lygon St (West)",2017-07-01 06:00:00,2017-07-01,6,21
"410","City Square",2017-07-01 06:00:00,2017-07-01,6,NA
"411","Flinders St-Spring St (West)",2017-07-01 06:00:00,2017-07-01,6,24
"412","Flinders St-Spark La",2017-07-01 06:00:00,2017-07-01,6,16
"413","Southbank",2017-07-01 06:00:00,2017-07-01,6,146
"414","Queen St (West)",2017-07-01 06:00:00,2017-07-01,6,11
"415","Lygon St (East)",2017-07-01 06:00:00,2017-07-01,6,7
"416","Alfred Place",2017-07-01 06:00:00,2017-07-01,6,28
"417","Lonsdale St-Spring St (West)",2017-07-01 06:00:00,2017-07-01,6,0
"418","Grattan St-Swanston St (West)",2017-07-01 06:00:00,2017-07-01,6,10
"419","Monash Rd-Swanston St (West)",2017-07-01 06:00:00,2017-07-01,6,6
"420","Tin Alley-Swanston St (West)",2017-07-01 06:00:00,2017-07-01,6,4
"421","Little Collins St-Swanston St (East)",2017-07-01 06:00:00,2017-07-01,6,91
"422","Flinders La-Swanston St (West)",2017-07-01 06:00:00,2017-07-01,6,243
"423","Pelham St (South)",2017-07-01 06:00:00,2017-07-01,6,NA
"424","Melbourne Central-Elizabeth St (East)",2017-07-01 06:00:00,2017-07-01,6,NA
"425","QVM-Queen St (East)",2017-07-01 06:00:00,2017-07-01,6,NA
"426","QVM-Therry St (South)",2017-07-01 06:00:00,2017-07-01,6,NA
"427","Faraday St-Lygon St (West)",2017-07-01 06:00:00,2017-07-01,6,NA
"428","QVM-Franklin St (North)",2017-07-01 06:00:00,2017-07-01,6,NA
"429","Elizabeth St-Lonsdale St (South)",2017-07-01 06:00:00,2017-07-01,6,NA
"430","Lincoln-Swanston (W)",2017-07-01 06:00:00,2017-07-01,6,NA
"431","Elizabeth St-La Trobe St (East)",2017-07-01 06:00:00,2017-07-01,6,NA
"432","Lonsdale St - Elizabeth St (North)",2017-07-01 06:00:00,2017-07-01,6,NA
"433","Bourke St Bridge",2017-07-01 06:00:00,2017-07-01,6,NA
"434","Bourke St - Spencer St (North)",2017-07-01 06:00:00,2017-07-01,6,NA
"435","RMIT Bld 80 - 445 Swanston Street",2017-07-01 06:00:00,2017-07-01,6,NA
"436","Flinders La-Swanston St (West) Temporary",2017-07-01 06:00:00,2017-07-01,6,NA
"437","RMIT Building 14",2017-07-01 06:00:00,2017-07-01,6,NA
"438","380 Elizabeth St",2017-07-01 06:00:00,2017-07-01,6,NA
"439","La Trobe St (North)",2017-07-01 06:00:00,2017-07-01,6,NA
"440","231 Bourke St",2017-07-01 06:00:00,2017-07-01,6,NA
"441","Royal Pde - Grattan St",2017-07-01 06:00:00,2017-07-01,6,NA
"442","Bourke Street Mall (North)",2017-07-01 07:00:00,2017-07-01,7,72
"443","Bourke Street Mall (South)",2017-07-01 07:00:00,2017-07-01,7,73
"444","Melbourne Central",2017-07-01 07:00:00,2017-07-01,7,175
"445","Town Hall (West)",2017-07-01 07:00:00,2017-07-01,7,135
"446","Princes Bridge",2017-07-01 07:00:00,2017-07-01,7,0
"447","Flinders Street Station Underpass",2017-07-01 07:00:00,2017-07-01,7,370
"448","Birrarung Marr",2017-07-01 07:00:00,2017-07-01,7,120
"449","Webb Bridge",2017-07-01 07:00:00,2017-07-01,7,25
"450","Southern Cross Station",2017-07-01 07:00:00,2017-07-01,7,77
"451","Victoria Point",2017-07-01 07:00:00,2017-07-01,7,31
"452","Waterfront City",2017-07-01 07:00:00,2017-07-01,7,3
"453","New Quay",2017-07-01 07:00:00,2017-07-01,7,63
"454","Flagstaff Station",2017-07-01 07:00:00,2017-07-01,7,0
"455","Sandridge Bridge",2017-07-01 07:00:00,2017-07-01,7,114
"456","State Library",2017-07-01 07:00:00,2017-07-01,7,74
"457","Collins St (North)",2017-07-01 07:00:00,2017-07-01,7,104
"458","Collins Place (South)",2017-07-01 07:00:00,2017-07-01,7,88
"459","Collins Place (North)",2017-07-01 07:00:00,2017-07-01,7,52
"460","Chinatown-Swanston St (North)",2017-07-01 07:00:00,2017-07-01,7,52
"461","Chinatown-Lt Bourke St (South)",2017-07-01 07:00:00,2017-07-01,7,34
"462","Bourke St-Russell St (West)",2017-07-01 07:00:00,2017-07-01,7,72
"463","Flinders St-Elizabeth St (East)",2017-07-01 07:00:00,2017-07-01,7,385
"464","Spencer St-Collins St (South)",2017-07-01 07:00:00,2017-07-01,7,72
"465","Spencer St-Collins St (North)",2017-07-01 07:00:00,2017-07-01,7,352
"466","Melbourne Convention Exhibition Centre",2017-07-01 07:00:00,2017-07-01,7,209
"467","QV Market-Elizabeth St (West)",2017-07-01 07:00:00,2017-07-01,7,179
"468","QV Market-Peel St",2017-07-01 07:00:00,2017-07-01,7,40
"469","The Arts Centre",2017-07-01 07:00:00,2017-07-01,7,253
"470","St Kilda Rd-Alexandra Gardens",2017-07-01 07:00:00,2017-07-01,7,99
"471","Lonsdale St (South)",2017-07-01 07:00:00,2017-07-01,7,55
"472","Lygon St (West)",2017-07-01 07:00:00,2017-07-01,7,21
"473","City Square",2017-07-01 07:00:00,2017-07-01,7,NA
"474","Flinders St-Spring St (West)",2017-07-01 07:00:00,2017-07-01,7,49
"475","Flinders St-Spark La",2017-07-01 07:00:00,2017-07-01,7,42
"476","Southbank",2017-07-01 07:00:00,2017-07-01,7,350
"477","Queen St (West)",2017-07-01 07:00:00,2017-07-01,7,27
"478","Lygon St (East)",2017-07-01 07:00:00,2017-07-01,7,7
"479","Alfred Place",2017-07-01 07:00:00,2017-07-01,7,52
"480","Lonsdale St-Spring St (West)",2017-07-01 07:00:00,2017-07-01,7,0
"481","Grattan St-Swanston St (West)",2017-07-01 07:00:00,2017-07-01,7,34
"482","Monash Rd-Swanston St (West)",2017-07-01 07:00:00,2017-07-01,7,11
"483","Tin Alley-Swanston St (West)",2017-07-01 07:00:00,2017-07-01,7,8
"484","Little Collins St-Swanston St (East)",2017-07-01 07:00:00,2017-07-01,7,150
"485","Flinders La-Swanston St (West)",2017-07-01 07:00:00,2017-07-01,7,416
"486","Pelham St (South)",2017-07-01 07:00:00,2017-07-01,7,NA
"487","Melbourne Central-Elizabeth St (East)",2017-07-01 07:00:00,2017-07-01,7,NA
"488","QVM-Queen St (East)",2017-07-01 07:00:00,2017-07-01,7,NA
"489","QVM-Therry St (South)",2017-07-01 07:00:00,2017-07-01,7,NA
"490","Faraday St-Lygon St (West)",2017-07-01 07:00:00,2017-07-01,7,NA
"491","QVM-Franklin St (North)",2017-07-01 07:00:00,2017-07-01,7,NA
"492","Elizabeth St-Lonsdale St (South)",2017-07-01 07:00:00,2017-07-01,7,NA
"493","Lincoln-Swanston (W)",2017-07-01 07:00:00,2017-07-01,7,NA
"494","Elizabeth St-La Trobe St (East)",2017-07-01 07:00:00,2017-07-01,7,NA
"495","Lonsdale St - Elizabeth St (North)",2017-07-01 07:00:00,2017-07-01,7,NA
"496","Bourke St Bridge",2017-07-01 07:00:00,2017-07-01,7,NA
"497","Bourke St - Spencer St (North)",2017-07-01 07:00:00,2017-07-01,7,NA
"498","RMIT Bld 80 - 445 Swanston Street",2017-07-01 07:00:00,2017-07-01,7,NA
"499","Flinders La-Swanston St (West) Temporary",2017-07-01 07:00:00,2017-07-01,7,NA
"500","RMIT Building 14",2017-07-01 07:00:00,2017-07-01,7,NA
"501","380 Elizabeth St",2017-07-01 07:00:00,2017-07-01,7,NA
"502","La Trobe St (North)",2017-07-01 07:00:00,2017-07-01,7,NA
"503","231 Bourke St",2017-07-01 07:00:00,2017-07-01,7,NA
"504","Royal Pde - Grattan St",2017-07-01 07:00:00,2017-07-01,7,NA
"505","Bourke Street Mall (North)",2017-07-01 08:00:00,2017-07-01,8,303
"506","Bourke Street Mall (South)",2017-07-01 08:00:00,2017-07-01,8,187
"507","Melbourne Central",2017-07-01 08:00:00,2017-07-01,8,389
"508","Town Hall (West)",2017-07-01 08:00:00,2017-07-01,8,401
"509","Princes Bridge",2017-07-01 08:00:00,2017-07-01,8,0
"510","Flinders Street Station Underpass",2017-07-01 08:00:00,2017-07-01,8,691
"511","Birrarung Marr",2017-07-01 08:00:00,2017-07-01,8,137
"512","Webb Bridge",2017-07-01 08:00:00,2017-07-01,8,80
"513","Southern Cross Station",2017-07-01 08:00:00,2017-07-01,8,124
"514","Victoria Point",2017-07-01 08:00:00,2017-07-01,8,65
"515","Waterfront City",2017-07-01 08:00:00,2017-07-01,8,15
"516","New Quay",2017-07-01 08:00:00,2017-07-01,8,80
"517","Flagstaff Station",2017-07-01 08:00:00,2017-07-01,8,0
"518","Sandridge Bridge",2017-07-01 08:00:00,2017-07-01,8,193
"519","State Library",2017-07-01 08:00:00,2017-07-01,8,163
"520","Collins St (North)",2017-07-01 08:00:00,2017-07-01,8,213
"521","Collins Place (South)",2017-07-01 08:00:00,2017-07-01,8,127
"522","Collins Place (North)",2017-07-01 08:00:00,2017-07-01,8,82
"523","Chinatown-Swanston St (North)",2017-07-01 08:00:00,2017-07-01,8,100
"524","Chinatown-Lt Bourke St (South)",2017-07-01 08:00:00,2017-07-01,8,50
"525","Bourke St-Russell St (West)",2017-07-01 08:00:00,2017-07-01,8,143
"526","Flinders St-Elizabeth St (East)",2017-07-01 08:00:00,2017-07-01,8,806
"527","Spencer St-Collins St (South)",2017-07-01 08:00:00,2017-07-01,8,144
"528","Spencer St-Collins St (North)",2017-07-01 08:00:00,2017-07-01,8,661
"529","Melbourne Convention Exhibition Centre",2017-07-01 08:00:00,2017-07-01,8,647
"530","QV Market-Elizabeth St (West)",2017-07-01 08:00:00,2017-07-01,8,394
"531","QV Market-Peel St",2017-07-01 08:00:00,2017-07-01,8,129
"532","The Arts Centre",2017-07-01 08:00:00,2017-07-01,8,537
"533","St Kilda Rd-Alexandra Gardens",2017-07-01 08:00:00,2017-07-01,8,176
"534","Lonsdale St (South)",2017-07-01 08:00:00,2017-07-01,8,133
"535","Lygon St (West)",2017-07-01 08:00:00,2017-07-01,8,50
"536","City Square",2017-07-01 08:00:00,2017-07-01,8,NA
"537","Flinders St-Spring St (West)",2017-07-01 08:00:00,2017-07-01,8,62
"538","Flinders St-Spark La",2017-07-01 08:00:00,2017-07-01,8,30
"539","Southbank",2017-07-01 08:00:00,2017-07-01,8,862
"540","Queen St (West)",2017-07-01 08:00:00,2017-07-01,8,101
"541","Lygon St (East)",2017-07-01 08:00:00,2017-07-01,8,55
"542","Alfred Place",2017-07-01 08:00:00,2017-07-01,8,131
"543","Lonsdale St-Spring St (West)",2017-07-01 08:00:00,2017-07-01,8,0
"544","Grattan St-Swanston St (West)",2017-07-01 08:00:00,2017-07-01,8,80
"545","Monash Rd-Swanston St (West)",2017-07-01 08:00:00,2017-07-01,8,72
"546","Tin Alley-Swanston St (West)",2017-07-01 08:00:00,2017-07-01,8,46
"547","Little Collins St-Swanston St (East)",2017-07-01 08:00:00,2017-07-01,8,253
"548","Flinders La-Swanston St (West)",2017-07-01 08:00:00,2017-07-01,8,792
"549","Pelham St (South)",2017-07-01 08:00:00,2017-07-01,8,NA
"550","Melbourne Central-Elizabeth St (East)",2017-07-01 08:00:00,2017-07-01,8,NA
"551","QVM-Queen St (East)",2017-07-01 08:00:00,2017-07-01,8,NA
"552","QVM-Therry St (South)",2017-07-01 08:00:00,2017-07-01,8,NA
"553","Faraday St-Lygon St (West)",2017-07-01 08:00:00,2017-07-01,8,NA
"554","QVM-Franklin St (North)",2017-07-01 08:00:00,2017-07-01,8,NA
"555","Elizabeth St-Lonsdale St (South)",2017-07-01 08:00:00,2017-07-01,8,NA
"556","Lincoln-Swanston (W)",2017-07-01 08:00:00,2017-07-01,8,NA
"557","Elizabeth St-La Trobe St (East)",2017-07-01 08:00:00,2017-07-01,8,NA
"558","Lonsdale St - Elizabeth St (North)",2017-07-01 08:00:00,2017-07-01,8,NA
"559","Bourke St Bridge",2017-07-01 08:00:00,2017-07-01,8,NA
"560","Bourke St - Spencer St (North)",2017-07-01 08:00:00,2017-07-01,8,NA
"561","RMIT Bld 80 - 445 Swanston Street",2017-07-01 08:00:00,2017-07-01,8,NA
"562","Flinders La-Swanston St (West) Temporary",2017-07-01 08:00:00,2017-07-01,8,NA
"563","RMIT Building 14",2017-07-01 08:00:00,2017-07-01,8,NA
"564","380 Elizabeth St",2017-07-01 08:00:00,2017-07-01,8,NA
"565","La Trobe St (North)",2017-07-01 08:00:00,2017-07-01,8,NA
"566","231 Bourke St",2017-07-01 08:00:00,2017-07-01,8,NA
"567","Royal Pde - Grattan St",2017-07-01 08:00:00,2017-07-01,8,NA
"568","Bourke Street Mall (North)",2017-07-01 09:00:00,2017-07-01,9,718
"569","Bourke Street Mall (South)",2017-07-01 09:00:00,2017-07-01,9,645
"570","Melbourne Central",2017-07-01 09:00:00,2017-07-01,9,569
"571","Town Hall (West)",2017-07-01 09:00:00,2017-07-01,9,846
"572","Princes Bridge",2017-07-01 09:00:00,2017-07-01,9,0
"573","Flinders Street Station Underpass",2017-07-01 09:00:00,2017-07-01,9,1093
"574","Birrarung Marr",2017-07-01 09:00:00,2017-07-01,9,222
"575","Webb Bridge",2017-07-01 09:00:00,2017-07-01,9,138
"576","Southern Cross Station",2017-07-01 09:00:00,2017-07-01,9,250
"577","Victoria Point",2017-07-01 09:00:00,2017-07-01,9,69
"578","Waterfront City",2017-07-01 09:00:00,2017-07-01,9,5
"579","New Quay",2017-07-01 09:00:00,2017-07-01,9,165
"580","Flagstaff Station",2017-07-01 09:00:00,2017-07-01,9,0
"581","Sandridge Bridge",2017-07-01 09:00:00,2017-07-01,9,290
"582","State Library",2017-07-01 09:00:00,2017-07-01,9,278
"583","Collins St (North)",2017-07-01 09:00:00,2017-07-01,9,554
"584","Collins Place (South)",2017-07-01 09:00:00,2017-07-01,9,199
"585","Collins Place (North)",2017-07-01 09:00:00,2017-07-01,9,126
"586","Chinatown-Swanston St (North)",2017-07-01 09:00:00,2017-07-01,9,155
"587","Chinatown-Lt Bourke St (South)",2017-07-01 09:00:00,2017-07-01,9,161
"588","Bourke St-Russell St (West)",2017-07-01 09:00:00,2017-07-01,9,272
"589","Flinders St-Elizabeth St (East)",2017-07-01 09:00:00,2017-07-01,9,1137
"590","Spencer St-Collins St (South)",2017-07-01 09:00:00,2017-07-01,9,264
"591","Spencer St-Collins St (North)",2017-07-01 09:00:00,2017-07-01,9,907
"592","Melbourne Convention Exhibition Centre",2017-07-01 09:00:00,2017-07-01,9,1367
"593","QV Market-Elizabeth St (West)",2017-07-01 09:00:00,2017-07-01,9,734
"594","QV Market-Peel St",2017-07-01 09:00:00,2017-07-01,9,249
"595","The Arts Centre",2017-07-01 09:00:00,2017-07-01,9,1221
"596","St Kilda Rd-Alexandra Gardens",2017-07-01 09:00:00,2017-07-01,9,304
"597","Lonsdale St (South)",2017-07-01 09:00:00,2017-07-01,9,237
"598","Lygon St (West)",2017-07-01 09:00:00,2017-07-01,9,127
"599","City Square",2017-07-01 09:00:00,2017-07-01,9,NA
"600","Flinders St-Spring St (West)",2017-07-01 09:00:00,2017-07-01,9,214
"601","Flinders St-Spark La",2017-07-01 09:00:00,2017-07-01,9,112
"602","Southbank",2017-07-01 09:00:00,2017-07-01,9,1331
"603","Queen St (West)",2017-07-01 09:00:00,2017-07-01,9,167
"604","Lygon St (East)",2017-07-01 09:00:00,2017-07-01,9,74
"605","Alfred Place",2017-07-01 09:00:00,2017-07-01,9,191
"606","Lonsdale St-Spring St (West)",2017-07-01 09:00:00,2017-07-01,9,0
"607","Grattan St-Swanston St (West)",2017-07-01 09:00:00,2017-07-01,9,120
"608","Monash Rd-Swanston St (West)",2017-07-01 09:00:00,2017-07-01,9,101
"609","Tin Alley-Swanston St (West)",2017-07-01 09:00:00,2017-07-01,9,76
"610","Little Collins St-Swanston St (East)",2017-07-01 09:00:00,2017-07-01,9,545
"611","Flinders La-Swanston St (West)",2017-07-01 09:00:00,2017-07-01,9,1558
"612","Pelham St (South)",2017-07-01 09:00:00,2017-07-01,9,NA
"613","Melbourne Central-Elizabeth St (East)",2017-07-01 09:00:00,2017-07-01,9,NA
"614","QVM-Queen St (East)",2017-07-01 09:00:00,2017-07-01,9,NA
"615","QVM-Therry St (South)",2017-07-01 09:00:00,2017-07-01,9,NA
"616","Faraday St-Lygon St (West)",2017-07-01 09:00:00,2017-07-01,9,NA
"617","QVM-Franklin St (North)",2017-07-01 09:00:00,2017-07-01,9,NA
"618","Elizabeth St-Lonsdale St (South)",2017-07-01 09:00:00,2017-07-01,9,NA
"619","Lincoln-Swanston (W)",2017-07-01 09:00:00,2017-07-01,9,NA
"620","Elizabeth St-La Trobe St (East)",2017-07-01 09:00:00,2017-07-01,9,NA
"621","Lonsdale St - Elizabeth St (North)",2017-07-01 09:00:00,2017-07-01,9,NA
"622","Bourke St Bridge",2017-07-01 09:00:00,2017-07-01,9,NA
"623","Bourke St - Spencer St (North)",2017-07-01 09:00:00,2017-07-01,9,NA
"624","RMIT Bld 80 - 445 Swanston Street",2017-07-01 09:00:00,2017-07-01,9,NA
"625","Flinders La-Swanston St (West) Temporary",2017-07-01 09:00:00,2017-07-01,9,NA
"626","RMIT Building 14",2017-07-01 09:00:00,2017-07-01,9,NA
"627","380 Elizabeth St",2017-07-01 09:00:00,2017-07-01,9,NA
"628","La Trobe St (North)",2017-07-01 09:00:00,2017-07-01,9,NA
"629","231 Bourke St",2017-07-01 09:00:00,2017-07-01,9,NA
"630","Royal Pde - Grattan St",2017-07-01 09:00:00,2017-07-01,9,NA
"631","Bourke Street Mall (North)",2017-07-01 10:00:00,2017-07-01,10,1548
"632","Bourke Street Mall (South)",2017-07-01 10:00:00,2017-07-01,10,1322
"633","Melbourne Central",2017-07-01 10:00:00,2017-07-01,10,945
"634","Town Hall (West)",2017-07-01 10:00:00,2017-07-01,10,1636
"635","Princes Bridge",2017-07-01 10:00:00,2017-07-01,10,0
"636","Flinders Street Station Underpass",2017-07-01 10:00:00,2017-07-01,10,1441
"637","Birrarung Marr",2017-07-01 10:00:00,2017-07-01,10,314
"638","Webb Bridge",2017-07-01 10:00:00,2017-07-01,10,194
"639","Southern Cross Station",2017-07-01 10:00:00,2017-07-01,10,253
"640","Victoria Point",2017-07-01 10:00:00,2017-07-01,10,102
"641","Waterfront City",2017-07-01 10:00:00,2017-07-01,10,18
"642","New Quay",2017-07-01 10:00:00,2017-07-01,10,256
"643","Flagstaff Station",2017-07-01 10:00:00,2017-07-01,10,0
"644","Sandridge Bridge",2017-07-01 10:00:00,2017-07-01,10,481
"645","State Library",2017-07-01 10:00:00,2017-07-01,10,494
"646","Collins St (North)",2017-07-01 10:00:00,2017-07-01,10,927
"647","Collins Place (South)",2017-07-01 10:00:00,2017-07-01,10,268
"648","Collins Place (North)",2017-07-01 10:00:00,2017-07-01,10,167
"649","Chinatown-Swanston St (North)",2017-07-01 10:00:00,2017-07-01,10,392
"650","Chinatown-Lt Bourke St (South)",2017-07-01 10:00:00,2017-07-01,10,258
"651","Bourke St-Russell St (West)",2017-07-01 10:00:00,2017-07-01,10,378
"652","Flinders St-Elizabeth St (East)",2017-07-01 10:00:00,2017-07-01,10,1593
"653","Spencer St-Collins St (South)",2017-07-01 10:00:00,2017-07-01,10,312
"654","Spencer St-Collins St (North)",2017-07-01 10:00:00,2017-07-01,10,1088
"655","Melbourne Convention Exhibition Centre",2017-07-01 10:00:00,2017-07-01,10,2086
"656","QV Market-Elizabeth St (West)",2017-07-01 10:00:00,2017-07-01,10,1211
"657","QV Market-Peel St",2017-07-01 10:00:00,2017-07-01,10,326
"658","The Arts Centre",2017-07-01 10:00:00,2017-07-01,10,2094
"659","St Kilda Rd-Alexandra Gardens",2017-07-01 10:00:00,2017-07-01,10,457
"660","Lonsdale St (South)",2017-07-01 10:00:00,2017-07-01,10,331
"661","Lygon St (West)",2017-07-01 10:00:00,2017-07-01,10,193
"662","City Square",2017-07-01 10:00:00,2017-07-01,10,NA
"663","Flinders St-Spring St (West)",2017-07-01 10:00:00,2017-07-01,10,154
"664","Flinders St-Spark La",2017-07-01 10:00:00,2017-07-01,10,135
"665","Southbank",2017-07-01 10:00:00,2017-07-01,10,1995
"666","Queen St (West)",2017-07-01 10:00:00,2017-07-01,10,200
"667","Lygon St (East)",2017-07-01 10:00:00,2017-07-01,10,112
